player_type,pacman_agent,repetition,episode,difficulty_before,difficulty_after,performance_score,recent_performance,won,pellet_completion,steps_survived,total_pellets,pellets_collected
weak,random,2,1,2,1,0.1277777777777778,0.1277777777777778,False,0.050505050505050504,500,198,10
weak,random,2,2,1,0,0.1353960396039604,0.13285661899523285,False,0.06435643564356436,500,202,13
weak,random,2,3,0,0,0.11868932038834952,0.1257729696917912,False,0.03398058252427184,500,206,7
weak,random,2,4,0,0,0.15833333333333335,0.13879711514840806,False,0.06060606060606061,500,198,12
weak,random,2,5,0,0,0.13437500000000002,0.13732307676560537,False,0.0625,500,224,14
weak,random,2,6,0,0,0.12951219512195122,0.1355223770660277,False,0.05365853658536585,500,205,11
weak,random,2,7,0,0,0.13267326732673268,0.1346597402784323,False,0.0594059405940594,500,202,12
weak,random,2,8,0,0,0.1353960396039604,0.134886212401728,False,0.06435643564356436,500,202,13
weak,random,2,9,0,0,0.1627450980392157,0.14311525605573472,False,0.06862745098039216,500,204,14
weak,random,2,10,0,0,0.1431372549019608,0.1445142343502643,False,0.0784313725490196,500,204,16
weak,random,2,11,0,0,0.16439024390243906,0.1524133919848226,False,0.11707317073170732,500,205,24
weak,random,2,12,0,0,0.165,0.15819059839986868,False,0.07272727272727272,500,220,16
weak,random,2,13,0,0,0.1520935960591133,0.1575105546564014,False,0.04926108374384237,500,203,10
weak,random,2,14,0,0,0.14405940594059408,0.15303927710975082,False,0.034653465346534656,500,202,7
weak,random,2,15,0,0,0.15892070484581497,0.15476747867141535,False,0.06167400881057269,500,227,14
weak,random,2,16,0,0,0.13504901960784316,0.14748622182416563,False,0.06372549019607843,500,204,13
weak,random,2,17,0,0,0.13532110091743121,0.14225174036641833,False,0.06422018348623854,500,218,14
weak,random,2,18,0,0,0.13041474654377883,0.13736040072295816,False,0.055299539170506916,500,217,12
weak,random,2,19,0,0,0.14064039408866996,0.137322866895484,False,0.07389162561576355,500,203,15
weak,random,2,20,0,0,0.1533980582524272,0.14176582191272388,False,0.0970873786407767,500,206,20
medium,greedy,2,1,2,1,0.22745098039215686,0.22745098039215686,False,0.18627450980392157,500,204,38
medium,greedy,2,2,1,0,0.26,0.2491503267973856,False,0.2,500,215,43
medium,greedy,2,3,0,0,0.2430487804878049,0.24609955364259528,False,0.2146341463414634,500,205,44
medium,greedy,2,4,0,0,0.09872636815920399,0.18715027944923876,False,0.09950248756218906,220,201,20
medium,greedy,2,5,0,0,0.21053921568627454,0.19494659152825067,False,0.20098039215686275,500,204,41
medium,greedy,2,6,0,0,0.23,0.20229556854655467,False,0.19090909090909092,500,220,42
medium,greedy,2,7,0,0,0.2457317073170732,0.21471851336336018,False,0.21951219512195122,500,205,45
medium,greedy,2,8,0,0,0.23066502463054187,0.22307045013018367,False,0.1921182266009852,500,203,39
medium,greedy,2,9,0,0,0.22132352941176472,0.22913413888123235,False,0.22058823529411764,500,204,45
medium,greedy,2,10,0,0,0.22065217391304348,0.22680089838253656,False,0.17391304347826086,500,207,36
medium,greedy,2,11,0,0,0.2951456310679612,0.2486246130536954,False,0.21844660194174756,500,206,45
medium,greedy,2,12,0,0,0.21904145077720208,0.24073722555673713,False,0.17098445595854922,500,193,33
medium,greedy,2,13,0,0,0.23823529411764707,0.2410271362759186,False,0.20588235294117646,500,204,42
medium,greedy,2,14,0,0,0.22132352941176472,0.2351751074606656,False,0.22058823529411764,500,204,45
medium,greedy,2,15,0,0,0.259452736318408,0.24203281428096038,False,0.19900497512437812,500,201,40
medium,greedy,2,16,0,0,0.24331014492753628,0.24092295314394024,False,0.14492753623188406,443,207,30
medium,greedy,2,17,0,0,0.19094414414414415,0.22581345748848441,False,0.17117117117117117,484,222,38
medium,greedy,2,18,0,0,0.23553921568627453,0.22744213945594258,False,0.20098039215686275,500,204,41
medium,greedy,2,19,0,0,0.14140776699029128,0.1978734104201645,False,0.11165048543689321,275,206,23
medium,greedy,2,20,0,0,0.23278894472361808,0.2040927914569269,False,0.19597989949748743,500,199,39
strong,cautious,2,1,2,1,0.2589861751152074,0.2589861751152074,False,0.19815668202764977,500,217,43
strong,cautious,2,2,1,0,0.3012437810945274,0.287157912434754,False,0.18407960199004975,500,201,37
strong,cautious,2,3,0,0,0.21159420289855074,0.24937605766665238,False,0.2028985507246377,500,207,42
strong,cautious,2,4,0,0,0.2743055555555556,0.2593478568222137,False,0.18055555555555555,500,216,39
strong,cautious,2,5,0,0,0.22780487804878047,0.2488335305644026,False,0.14146341463414633,500,205,29
strong,cautious,2,6,0,0,0.24975490196078431,0.2471561917038226,False,0.18137254901960784,500,204,37
strong,cautious,2,7,0,0,0.24558823529411763,0.24470538216464857,False,0.2192513368983957,500,187,41
strong,cautious,2,8,0,0,0.25882352941176473,0.2503767070513842,False,0.19786096256684493,500,187,37
strong,cautious,2,9,0,0,0.27,0.25662490036665075,False,0.17272727272727273,500,220,38
strong,cautious,2,10,0,0,0.22695121951219513,0.2488105372230193,False,0.18536585365853658,500,205,38
strong,cautious,2,11,0,0,0.2616751269035533,0.25262772044561294,False,0.20304568527918782,500,197,40
strong,cautious,2,12,0,0,0.2330357142857143,0.24610375113274233,False,0.19642857142857142,500,224,44
strong,cautious,2,13,0,0,0.23897058823529416,0.2423949078702919,False,0.16176470588235295,500,204,33
strong,cautious,2,14,0,0,0.22384792626728112,0.23496870669693512,False,0.17972350230414746,500,217,39
strong,cautious,2,15,0,0,0.2670792079207921,0.24502973765692995,False,0.21287128712871287,500,202,43
strong,cautious,2,16,0,0,0.25899014778325125,0.2497192160105047,False,0.15270935960591134,500,203,31
strong,cautious,2,17,0,0,0.22844036697247708,0.24440443270184156,False,0.18807339449541285,500,218,41
strong,cautious,2,18,0,0,0.2412442396313364,0.2436639634336806,False,0.16589861751152074,500,217,36
strong,cautious,2,19,0,0,0.27976190476190477,0.255611139115973,False,0.19047619047619047,500,189,36
strong,cautious,2,20,0,0,0.2454337899543379,0.25238801129610156,False,0.1735159817351598,500,219,38
weak,random,3,1,2,1,0.15000000000000002,0.15000000000000002,False,0.09090909090909091,500,187,17
weak,random,3,2,1,0,0.135,0.14,False,0.06363636363636363,500,220,14
weak,random,3,3,0,0,0.1271978021978022,0.1335989010989011,False,0.04945054945054945,500,182,9
weak,random,3,4,0,0,0.13203883495145632,0.1329748746399232,False,0.05825242718446602,500,206,12
weak,random,3,5,0,0,0.13134715025906737,0.13243229984630459,False,0.05699481865284974,500,193,11
weak,random,3,6,0,0,0.16485507246376813,0.14234507150700554,False,0.07246376811594203,500,207,15
weak,random,3,7,0,0,0.12438423645320199,0.1377772263332666,False,0.04433497536945813,500,203,9
weak,random,3,8,0,0,0.17131578947368423,0.14956094973614162,False,0.08421052631578947,500,190,16
weak,random,3,9,0,0,0.12657004830917876,0.14348822693245603,False,0.04830917874396135,500,207,10
weak,random,3,10,0,0,0.17041284403669726,0.1523943551474284,False,0.08256880733944955,500,218,18
weak,random,3,11,0,0,0.1175799086757991,0.14108512532359274,False,0.0319634703196347,500,219,7
weak,random,3,12,0,0,0.17228506787330317,0.15116262615145637,False,0.08597285067873303,500,221,19
weak,random,3,13,0,0,0.16048387096774194,0.15411300591612617,False,0.06451612903225806,500,186,12
weak,random,3,14,0,0,0.1628440366972477,0.15857223549102742,False,0.06880733944954129,500,218,15
weak,random,3,15,0,0,0.14095744680851063,0.15331766921047835,False,0.07446808510638298,500,188,14
weak,random,3,16,0,0,0.1270935960591133,0.14540551249534264,False,0.04926108374384237,500,203,10
weak,random,3,17,0,0,0.13219512195121952,0.13855961858535468,False,0.05853658536585366,500,205,12
weak,random,3,18,0,0,0.1742537313432836,0.14840592420086032,False,0.08955223880597014,500,201,18
weak,random,3,19,0,0,0.12426470588235294,0.14067123063768633,False,0.04411764705882353,500,204,9
weak,random,3,20,0,0,0.133,0.13842025716805434,False,0.06,500,200,12
medium,greedy,3,1,2,1,0.1020781725888325,0.1020781725888325,False,0.07614213197969544,176,197,15
medium,greedy,3,2,1,0,0.2670792079207921,0.21207886281013888,False,0.21287128712871287,500,202,43
medium,greedy,3,3,0,0,0.19891457286432163,0.20549671783723025,False,0.1507537688442211,330,199,30
medium,greedy,3,4,0,0,0.20731707317073172,0.20622485997063084,False,0.1951219512195122,500,205,40
medium,greedy,3,5,0,0,0.2578947368421053,0.22344815226112233,False,0.19617224880382775,500,209,41
medium,greedy,3,6,0,0,0.21541095890410958,0.22636622100337334,False,0.1643835616438356,500,219,36
medium,greedy,3,7,0,0,0.26108374384236455,0.23695303230402412,False,0.2019704433497537,500,203,41
medium,greedy,3,8,0,0,0.27941176470588236,0.25404888149774274,False,0.23529411764705882,500,187,44
medium,greedy,3,9,0,0,0.26152073732718895,0.2598145754424595,False,0.20276497695852536,500,217,44
medium,greedy,3,10,0,0,0.26275,0.2623764460010161,False,0.205,500,200,41
medium,greedy,3,11,0,0,0.26480582524271845,0.2652999074299526,False,0.2087378640776699,500,206,43
medium,greedy,3,12,0,0,0.24894450261780104,0.25964327022800926,False,0.193717277486911,462,191,37
medium,greedy,3,13,0,0,0.2876829268292683,0.26770872384485933,False,0.2048780487804878,500,205,42
medium,greedy,3,14,0,0,0.225,0.25432845771039425,False,0.18181818181818182,500,209,38
medium,greedy,3,15,0,0,0.25671641791044775,0.2539550467012243,False,0.19402985074626866,500,201,39
medium,greedy,3,16,0,0,0.2012588235294118,0.23549800970434587,False,0.17647058823529413,396,204,36
medium,greedy,3,17,0,0,0.291839378238342,0.2514709577246646,False,0.21243523316062177,500,193,41
medium,greedy,3,18,0,0,0.210678391959799,0.23753058527743293,False,0.15577889447236182,500,199,31
medium,greedy,3,19,0,0,0.2311881188118812,0.23556042410552663,False,0.19306930693069307,500,202,39
medium,greedy,3,20,0,0,0.24140211640211642,0.23658238754290664,False,0.21164021164021163,500,189,40
strong,cautious,3,1,2,1,0.24444444444444446,0.24444444444444446,False,0.21717171717171718,500,198,43
strong,cautious,3,2,1,0,0.280868544600939,0.2687271778821075,False,0.19248826291079812,500,213,41
strong,cautious,3,3,0,0,0.24705882352941178,0.25789300070575966,False,0.17647058823529413,500,204,36
strong,cautious,3,4,0,0,0.25882352941176473,0.2582652121881617,False,0.19786096256684493,500,187,37
strong,cautious,3,5,0,0,0.22657657657657657,0.24770233365096664,False,0.18468468468468469,500,222,41
strong,cautious,3,6,0,0,0.25079787234042555,0.24745016319356605,False,0.22872340425531915,500,188,43
strong,cautious,3,7,0,0,0.2888888888888889,0.25947143639258785,False,0.20707070707070707,500,198,41
strong,cautious,3,8,0,0,0.27321428571428574,0.2657331522475453,False,0.17857142857142858,500,224,40
strong,cautious,3,9,0,0,0.2070135746606335,0.24818426693896034,False,0.19457013574660634,500,221,43
strong,cautious,3,10,0,0,0.27039800995024876,0.2552175237103226,False,0.21890547263681592,500,201,44
strong,cautious,3,11,0,0,0.2789800995024876,0.26219004810751956,False,0.1890547263681592,500,201,38
strong,cautious,3,12,0,0,0.24692118226600987,0.25659745161508657,False,0.22167487684729065,500,203,45
strong,cautious,3,13,0,0,0.28231707317073174,0.26560133253241947,False,0.1951219512195122,500,205,40
strong,cautious,3,14,0,0,0.2715425531914894,0.2704068542929085,False,0.17553191489361702,500,188,33
strong,cautious,3,15,0,0,0.23761904761904762,0.25960260896052656,False,0.20476190476190476,500,210,43
strong,cautious,3,16,0,0,0.21620603015075376,0.24384595529412673,False,0.1658291457286432,500,199,33
strong,cautious,3,17,0,0,0.22574257425742575,0.23545308762006648,False,0.18316831683168316,500,202,37
strong,cautious,3,18,0,0,0.3051075268817205,0.25492711135467677,False,0.23655913978494625,500,186,44
strong,cautious,3,19,0,0,0.20450000000000002,0.23934592921464762,False,0.19,500,200,38
strong,cautious,3,20,0,0,0.27252475247524754,0.250909168112467,False,0.22277227722772278,500,202,45
weak,random,4,1,2,1,0.19698492462311556,0.19698492462311556,False,0.08542713567839195,500,199,17
weak,random,4,2,1,0,0.1519900497512438,0.16698834137520105,False,0.0945273631840796,500,201,19
weak,random,4,3,0,0,0.15349740932642486,0.16024287535081297,False,0.05181347150259067,500,193,10
weak,random,4,4,0,0,0.15078125,0.15645822521048777,False,0.046875,500,192,9
weak,random,4,5,0,0,0.14356435643564358,0.15216026895220638,False,0.07920792079207921,500,202,16
weak,random,4,6,0,0,0.12763819095477388,0.14158513326136915,False,0.05025125628140704,500,199,10
weak,random,4,7,0,0,0.15222772277227722,0.14382962375425584,False,0.04950495049504951,500,202,10
weak,random,4,8,0,0,0.16201923076923078,0.1493221053780581,False,0.0673076923076923,500,208,14
weak,random,4,9,0,0,0.1481578947368421,0.14962602022821042,False,0.042105263157894736,500,190,8
weak,random,4,10,0,0,0.1902439024390244,0.16413349466330074,False,0.07317073170731707,500,205,15
weak,random,4,11,0,0,0.15921052631578947,0.16518454065708735,False,0.06220095693779904,500,209,13
weak,random,4,12,0,0,0.16865079365079366,0.16727752007180763,False,0.07936507936507936,500,189,15
weak,random,4,13,0,0,0.1603960396039604,0.16552404341234908,False,0.06435643564356436,500,202,13
weak,random,4,14,0,0,0.12522935779816516,0.15215655222864344,False,0.045871559633027525,500,218,10
weak,random,4,15,0,0,0.14064039408866996,0.14545464227101793,False,0.07389162561576355,500,203,15
weak,random,4,16,0,0,0.1251269035532995,0.1368884693582925,False,0.04568527918781726,500,197,9
weak,random,4,17,0,0,0.1380184331797235,0.13489171450520773,False,0.06912442396313365,500,217,15
weak,random,4,18,0,0,0.15213004484304932,0.13964098757130294,False,0.04932735426008968,500,223,11
weak,random,4,19,0,0,0.12200000000000001,0.1348979786737758,False,0.04,500,200,8
weak,random,4,20,0,0,0.18522167487684732,0.15144415192174207,False,0.06403940886699508,500,203,13
medium,greedy,4,1,2,1,0.23289473684210527,0.23289473684210527,False,0.19617224880382775,500,209,41
medium,greedy,4,2,1,0,0.2676470588235294,0.256062951496388,False,0.21390374331550802,500,187,40
medium,greedy,4,3,0,0,0.23317073170731706,0.2446168416018525,False,0.15121951219512195,500,205,31
medium,greedy,4,4,0,0,0.22796803652968037,0.23795731957298366,False,0.1872146118721461,500,219,41
medium,greedy,4,5,0,0,0.26492537313432835,0.24694667076009857,False,0.208955223880597,500,201,42
medium,greedy,4,6,0,0,0.2455263157894737,0.2470150468874591,False,0.1736842105263158,500,190,33
medium,greedy,4,7,0,0,0.16262376237623766,0.21860713328058307,False,0.11386138613861387,500,202,23
medium,greedy,4,8,0,0,0.22421951219512198,0.2177326893764879,False,0.16585365853658537,415,205,34
medium,greedy,4,9,0,0,0.20074257425742575,0.20962934746064035,False,0.18316831683168316,500,202,37
medium,greedy,4,10,0,0,0.28250000000000003,0.23059351161046787,False,0.19545454545454546,500,220,43
medium,greedy,4,11,0,0,0.22065217391304348,0.22977009194026507,False,0.17391304347826086,500,207,36
medium,greedy,4,12,0,0,0.2676470588235294,0.2462699100319863,False,0.21390374331550802,500,187,40
medium,greedy,4,13,0,0,0.24705882352941178,0.2489054299291822,False,0.17647058823529413,500,187,33
medium,greedy,4,14,0,0,0.26218905472636816,0.2550617394697442,False,0.20398009950248755,500,201,41
medium,greedy,4,15,0,0,0.2579908675799087,0.2557222212635569,False,0.1963470319634703,500,219,43
medium,greedy,4,16,0,0,0.28010752688172047,0.26538886498597963,False,0.23655913978494625,500,186,44
medium,greedy,4,17,0,0,0.28098958333333335,0.27138583732769483,False,0.19270833333333334,500,192,37
medium,greedy,4,18,0,0,0.2670792079207921,0.2718565162312427,False,0.21287128712871287,500,202,43
medium,greedy,4,19,0,0,0.23092669683257921,0.2589416658126276,False,0.1493212669683258,369,221,33
medium,greedy,4,20,0,0,0.24208144796380093,0.2518292229640057,False,0.167420814479638,500,221,37
strong,cautious,4,1,2,1,0.2532994923857868,0.2532994923857868,False,0.18781725888324874,500,197,37
strong,cautious,4,2,1,0,0.2882352941176471,0.27659002687369366,False,0.20588235294117646,500,204,42
strong,cautious,4,3,0,0,0.23388324873096447,0.2552366378023291,False,0.19796954314720813,500,197,39
strong,cautious,4,4,0,0,0.19457013574660637,0.23097003698003998,False,0.17194570135746606,500,221,38
strong,cautious,4,5,0,0,0.3073529411764706,0.25643100504551686,False,0.24064171122994651,500,187,45
strong,cautious,4,6,0,0,0.2882352941176471,0.26735336227423423,False,0.20588235294117646,500,204,42
strong,cautious,4,7,0,0,0.2610091743119266,0.26687129278558736,False,0.2018348623853211,500,218,44
strong,cautious,4,8,0,0,0.28755813953488374,0.27705395302497426,False,0.20465116279069767,500,215,44
strong,cautious,4,9,0,0,0.28553921568627455,0.2829853125945635,False,0.20098039215686275,500,204,41
strong,cautious,4,10,0,0,0.2876829268292683,0.2835666372158394,False,0.2048780487804878,500,205,42
strong,cautious,4,11,0,0,0.2320135746606335,0.26690284540405057,False,0.19457013574660634,500,221,43
strong,cautious,4,12,0,0,0.2121359223300971,0.24736128411255048,False,0.20388349514563106,500,206,42
strong,cautious,4,13,0,0,0.2594059405940594,0.24683461237449314,False,0.15346534653465346,500,202,31
strong,cautious,4,14,0,0,0.22745098039215686,0.23753310049852322,False,0.18627450980392157,500,204,38
strong,cautious,4,15,0,0,0.21108374384236456,0.22664839212556373,False,0.2019704433497537,500,203,41
strong,cautious,4,16,0,0,0.22243902439024393,0.22465538946769095,False,0.13170731707317074,500,205,27
strong,cautious,4,17,0,0,0.28224043715846997,0.2432344944172528,False,0.24043715846994534,500,183,44
strong,cautious,4,18,0,0,0.1965,0.22855981932543318,False,0.13,500,200,26
strong,cautious,4,19,0,0,0.1891891891891892,0.2156419366696139,False,0.16216216216216217,500,222,36
strong,cautious,4,20,0,0,0.2175233644859813,0.21471956519292315,False,0.16822429906542055,500,214,36
weak,random,5,1,2,1,0.14145728643216082,0.14145728643216082,False,0.07537688442211055,500,199,15
weak,random,5,2,1,0,0.1328358208955224,0.13570964274106853,False,0.05970149253731343,500,201,12
weak,random,5,3,0,0,0.1893617021276596,0.16253567243436406,False,0.11702127659574468,500,188,22
weak,random,5,4,0,0,0.12239819004524888,0.14648067947871798,False,0.04072398190045249,500,221,9
weak,random,5,5,0,0,0.1327981651376147,0.1419198413650169,False,0.05963302752293578,500,218,13
weak,random,5,6,0,0,0.17622549019607844,0.15273826045449596,False,0.09313725490196079,500,204,19
weak,random,5,7,0,0,0.1355721393034826,0.14768768232884855,False,0.06467661691542288,500,201,13
weak,random,5,8,0,0,0.15970873786407766,0.1505002158295355,False,0.06310679611650485,500,206,13
weak,random,5,9,0,0,0.16411111111111112,0.15675707136347236,False,0.07111111111111111,500,225,16
weak,random,5,10,0,0,0.15703883495145632,0.15787564010646685,False,0.05825242718446602,500,206,12
weak,random,5,11,0,0,0.12018348623853212,0.1450930479575638,False,0.03669724770642202,500,218,8
weak,random,5,12,0,0,0.14328703703703705,0.14374777300533217,False,0.0787037037037037,500,216,17
weak,random,5,13,0,0,0.15081521739130435,0.14439756498895268,False,0.09239130434782608,500,184,17
weak,random,5,14,0,0,0.14342105263157895,0.14317553675084957,False,0.07894736842105263,500,190,15
weak,random,5,15,0,0,0.14018264840182648,0.14225337766813118,False,0.0730593607305936,500,219,16
weak,random,5,16,0,0,0.1602216748768473,0.14913463984706166,False,0.06403940886699508,500,203,13
weak,random,5,17,0,0,0.16311881188118812,0.15431240178488478,False,0.06930693069306931,500,202,14
weak,random,5,18,0,0,0.15196078431372548,0.1544487028772769,False,0.049019607843137254,500,204,10
weak,random,5,19,0,0,0.13963963963963966,0.15040158461681236,False,0.07207207207207207,500,222,16
weak,random,5,20,0,0,0.15892070484581497,0.15303358229120223,False,0.06167400881057269,500,227,14
medium,greedy,5,1,2,1,0.28663366336633667,0.28663366336633667,False,0.20297029702970298,500,202,41
medium,greedy,5,2,1,0,0.30147058823529416,0.2965249466123083,False,0.22994652406417113,500,187,43
medium,greedy,5,3,0,0,0.20398009950248758,0.2502525230573979,False,0.1890547263681592,500,201,38
medium,greedy,5,4,0,0,0.22745098039215686,0.24113190599130152,False,0.18627450980392157,500,204,38
medium,greedy,5,5,0,0,0.3238219895287958,0.26869526717046627,False,0.225130890052356,500,191,43
medium,greedy,5,6,0,0,0.23066502463054187,0.2560264539789755,False,0.1921182266009852,500,203,39
medium,greedy,5,7,0,0,0.26108374384236455,0.2572284564404786,False,0.2019704433497537,500,203,41
medium,greedy,5,8,0,0,0.2325,0.25159500058072215,False,0.19545454545454546,500,220,43
medium,greedy,5,9,0,0,0.14865,0.21611021802113153,False,0.135,372,200,27
medium,greedy,5,10,0,0,0.2651162790697675,0.2247009271776072,False,0.20930232558139536,500,215,45
medium,greedy,5,11,0,0,0.23879310344827587,0.22843095849085426,False,0.20689655172413793,500,203,42
medium,greedy,5,12,0,0,0.22545662100456623,0.2271736237350158,False,0.182648401826484,500,219,40
medium,greedy,5,13,0,0,0.23789473684210527,0.23243746911421026,False,0.20526315789473684,500,190,39
medium,greedy,5,14,0,0,0.3037234042553192,0.25928455450833565,False,0.23404255319148937,500,188,44
medium,greedy,5,15,0,0,0.2302482142857143,0.25130168296223815,False,0.16517857142857142,447,224,37
medium,greedy,5,16,0,0,0.29813432835820897,0.2682720537592424,False,0.22388059701492538,500,201,45
medium,greedy,5,17,0,0,0.25215053763440864,0.2659584126543177,False,0.23118279569892472,500,186,43
medium,greedy,5,18,0,0,0.19972037037037038,0.2443884546860574,False,0.16203703703703703,428,216,35
medium,greedy,5,19,0,0,0.21000000000000002,0.22878999769245598,False,0.2,500,200,40
medium,greedy,5,20,0,0,0.20024630541871924,0.21618853612211555,False,0.18226600985221675,500,203,37
strong,cautious,5,1,2,1,0.24813432835820895,0.24813432835820895,False,0.22388059701492538,500,201,45
strong,cautious,5,2,1,0,0.24813432835820895,0.24813432835820895,False,0.22388059701492538,500,201,45
strong,cautious,5,3,0,0,0.20573394495412844,0.22693413665616868,False,0.14678899082568808,500,218,32
strong,cautious,5,4,0,0,0.26199095022624436,0.24095686208419895,False,0.20361990950226244,500,221,45
